EventType,Feature,Value
SLG_Fault,zero_sequence_dominance_score_max,1.6662706999511299
SLG_Fault,zero_sequence_dominance_score_max,1.5637948074218793
SLG_Fault,zero_sequence_dominance_score_max,1.0422516977714997
SLG_Fault,zero_sequence_dominance_score_max,1.1287530387488531
SLG_Fault,zero_sequence_dominance_score_max,0.9243415043651402
SLG_Fault,zero_sequence_dominance_score_max,1.1236686297452796
SLG_Fault,zero_sequence_dominance_score_max,0.9466693785342561
SLG_Fault,zero_sequence_dominance_score_max,0.9510873173048733
SLG_Fault,zero_sequence_dominance_score_max,0.6767189863987086
SLG_Fault,zero_sequence_dominance_score_max,0.9638087256727579
SLG_Fault,zero_sequence_dominance_score_max,0.8030994249165102
SLG_Fault,zero_sequence_dominance_score_max,0.8929038285601549
SLG_Fault,zero_sequence_dominance_score_max,0.875791758714224
SLG_Fault,zero_sequence_dominance_score_max,1.0613049072503276
SLG_Fault,zero_sequence_dominance_score_max,1.1585120999538587
SLG_Fault,zero_sequence_dominance_score_max,0.9704297463885279
SLG_Fault,zero_sequence_dominance_score_max,1.1435053844740108
SLG_Fault,zero_sequence_dominance_score_max,1.250983383307165
SLG_Fault,zero_sequence_dominance_score_max,1.0414148536078767
SLG_Fault,zero_sequence_dominance_score_max,1.2679267062248556
SLG_Fault,zero_sequence_dominance_score_max,1.6698767688161402
SLG_Fault,zero_sequence_dominance_score_max,1.1400463108391459
SLG_Fault,zero_sequence_dominance_score_max,1.1193890451116606
ThreePhase_Fault,zero_sequence_dominance_score_max,0.7571302186603851
ThreePhase_Fault,zero_sequence_dominance_score_max,0.8593320323903206
ThreePhase_Fault,zero_sequence_dominance_score_max,0.6528199802526591
ThreePhase_Fault,zero_sequence_dominance_score_max,0.6576469763187176
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4192794436724081
ThreePhase_Fault,zero_sequence_dominance_score_max,0.8415694242181694
ThreePhase_Fault,zero_sequence_dominance_score_max,0.3985834593940646
ThreePhase_Fault,zero_sequence_dominance_score_max,0.988423855916694
ThreePhase_Fault,zero_sequence_dominance_score_max,0.6638076045273587
ThreePhase_Fault,zero_sequence_dominance_score_max,0.29143581584136513
ThreePhase_Fault,zero_sequence_dominance_score_max,0.4753933169344382
ThreePhase_Fault,zero_sequence_dominance_score_max,0.5125897792156959
