feature,importance
I_unbalance_delta_mean,5.826635361090475e-05
ThreePhase_score_candidate_std,1.2087796590512006e-17
V2_ratio_q75,9.586050230434028e-18
V2_ratio_mean,8.818482286290071e-18
dV_Res_ratio_3ph_max_std,7.632374810582229e-18
phase_sag_imbalance_std,5.76701679438246e-18
max_V_unbalance,5.453204350248551e-18
V0_ratio_q95,4.744635307957595e-18
SLG_score_candidate_std,4.064119869538963e-18
zero_to_negative_combo_median,3.928794669110835e-18
V0_ratio_std,3.634940963805518e-18
dV_phase_imbalance_std,2.975090262905272e-18
dI_Res_ratio_3ph_max_std,2.7497200801190654e-18
zero_to_negative_combo_std,2.4605470175113604e-18
V2_ratio_max,2.3851353921065065e-18
dV_A_over_mean_BC_max,2.0560964260499277e-18
zero_to_negative_combo_q95,1.9120541402373417e-18
phase_sag_imbalance_q75,1.326592230764941e-18
sag_A_over_mean_BC_std,1.2974135789295065e-18
max_V0_ratio,4.2086326428221685e-19
