feature,importance
Bus21__I2_ratio,0.001117770931442487
Bus25__I0_ratio,0.0011174278530645062
Bus22__dV_energy_A,0.0011167344045569909
Bus09__max_sag,0.0011157899156135846
Bus01__dV_energy_3ph_mean,0.0011129998996952956
Bus14__dI_energy_3ph_mean,0.0011113519290709706
Bus18__I2_ratio,0.0011106659701826248
Bus25__dV_E28_ratio_B,0.0011100841647287316
Bus11__dI_energy_3ph_mean,0.0011098869402380313
Bus06__dV_E72_ratio_A,0.001109243094456605
Bus21__dV_E28_ratio_A,0.0011074535989312176
Bus11__dV_energy_C,0.001106684048041265
Bus06__dV_energy_3ph_mean,0.0011062475119595354
Bus24__dI_HF_ratio_A,0.0011061355743635318
Bus29__dI_HF_ratio_C,0.0011052151434467385
Bus28__I0_ratio,0.0011043647424547577
Bus14__dI_Res_ratio_C,0.0011015358361774737
Bus10__dV_HF_ratio_3ph_max,0.0010987035666428975
Bus07__dV_HF_ratio_B,0.001096386222769855
Bus04__dI_Res_ratio_3ph_max,0.0010939540141545931
Bus29__sag_C,0.0010933670834384205
Bus04__dV_Res_ratio_3ph_max,0.0010922013618212122
Bus11__V_unbalance_pre,0.001091795828316333
Bus16__mean_sag,0.001090469723624361
Bus20__dV_energy_3ph_mean,0.0010842057281151877
Bus10__dI_HF_ratio_C,0.0010831024083906144
Bus07__dV_E28_ratio_C,0.0010812503699119192
Bus30__dV_energy_B,0.0010810430064046527
Bus14__Delta_V_unbalance,0.0010800473980150664
Bus21__I_rms_jump_C,0.0010798000685358026
Bus14__dI_energy_A,0.0010692167875616997
Bus09__dV_E72_ratio_A,0.0010656054811056816
Bus24__I_rms_post_B,0.0010634956224723881
Bus24__dI_energy_3ph_mean,0.0010628494484390691
Bus09__I_unbalance_post,0.001060472246171157
Bus06__I_rms_jump_3ph_max,0.001059126640701565
Bus25__V2_ratio,0.001058678108737138
Bus14__sag_C,0.0010569695014433134
Bus07__dV_energy_A,0.0010560228386412788
Bus08__dI_Res_ratio_A,0.0010549185788789712
Bus30__Z_app_pre,0.0010452247552138476
Bus19__liss_area_norm_B,0.0010449826641169323
Bus02__dI_HF_ratio_B,0.0010439303665699942
max_I0_ratio,0.0010414506059880637
Bus30__dV_energy_A,0.001041357145630913
Bus22__dI_HF_ratio_B,0.0010405222280001492
Bus28__Delta_I_unbalance,0.0010379603929676568
Bus08__I2_ratio,0.0010367330430630305
Bus17__mean_sag,0.0010336813340867097
Bus19__dV_E28_ratio_C,0.0010323538316325033
Bus18__dI_HF_ratio_B,0.001031953724789412
Bus03__I2_ratio,0.0010316517903565428
Bus02__dV_E72_ratio_B,0.0010313411829411937
Bus11__dV_E28_ratio_B,0.0010304019790592176
Bus07__V_unbalance_pre,0.001025779459339532
Bus02__dV_energy_A,0.00102405965004193
Bus04__dV_energy_C,0.0010238662082172176
Bus15__I_rms_jump_A,0.0010235363000682055
Bus26__dV_energy_3ph_max,0.0010207524189841395
Bus08__dI_Res_ratio_3ph_max,0.0010196103008127773
Bus21__liss_area_norm_A,0.0010194437595544307
Bus25__I_unbalance_post,0.001019391301992918
Bus09__dV_E72_ratio_B,0.0010183157376592669
Bus26__dV_energy_B,0.0010128439755113761
Bus05__Delta_I_unbalance,0.0010115425855122164
Bus25__Delta_V_unbalance,0.0010114302492354858
Bus08__max_sag,0.001011265805938416
Bus25__max_sag,0.0010090400814118934
Bus11__sag_B,0.001007464136190774
Bus28__dV_E28_ratio_B,0.0010044439225813605
Bus10__max_sag,0.0010030055937078578
Bus14__dV_energy_3ph_max,0.0009999982562856626
Bus10__I0_ratio,0.0009991546655111205
Bus25__dV_Res_ratio_C,0.0009961989449036844
Bus03__dI_energy_3ph_max,0.0009924073190790404
Bus08__V_unbalance_pre,0.000991308563813196
Bus30__sag_A,0.000989574772448244
Bus26__sag_A,0.0009888153577865117
Bus11__V_unbalance_post,0.0009874690042228759
Bus01__I_rms_pre_A,0.0009858095425448498
Bus09__I_rms_jump_A,0.0009822092178303813
Bus18__V_unbalance_post,0.0009817604357465943
Bus08__dV_E28_ratio_A,0.0009801732265920582
Bus21__I_unbalance_pre,0.0009793579357098355
Bus05__V_unbalance_pre,0.0009739449657013753
Bus10__dV_energy_3ph_mean,0.0009713373067397345
Bus02__dI_HF_ratio_C,0.0009702379530412879
Bus02__dI_HF_ratio_3ph_max,0.0009690879623190591
Bus07__dV_energy_3ph_mean,0.0009671528967291532
Bus03__dI_HF_ratio_3ph_max,0.000967054313633162
Bus25__sag_A,0.0009633279614108796
Bus26__V0_ratio,0.0009631741158109725
Bus12__I_rms_jump_A,0.0009613033145461687
Bus13__dV_E28_ratio_C,0.0009598327858854874
Bus23__I_unbalance_pre,0.0009579098859210766
Bus02__dV_Res_ratio_B,0.0009571113515798894
Bus23__I_rms_jump_3ph_max,0.0009567440970497986
Bus05__Delta_V_unbalance,0.0009565220692108914
Bus20__dI_HF_ratio_3ph_max,0.0009562440545042569
Bus17__I_unbalance_post,0.0009502492608451775
Bus30__Z_app_post,0.0009499068801044809
Bus27__I_unbalance_post,0.0009491179491282951
Bus18__mean_sag,0.0009456562274209926
Bus03__dV_E72_ratio_C,0.0009455901264841054
Bus21__I_unbalance_post,0.0009439949641269023
Bus26__I2_ratio,0.0009426038450777351
Bus21__I_rms_pre_C,0.0009422274371298231
Bus16__I_rms_jump_A,0.000938699418977845
Bus29__dI_energy_A,0.0009370812191254166
Bus26__I_unbalance_pre,0.0009353835973935687
Bus13__I_rms_jump_A,0.0009336470836225078
Bus28__dV_energy_3ph_max,0.0009322924887098976
Bus22__dI_energy_C,0.0009311580533675825
Bus07__V_unbalance_post,0.0009306823519564593
Bus21__dV_energy_C,0.0009288536296686488
Bus30__I_rms_jump_A,0.0009283617784541797
Bus26__dV_energy_A,0.0009239427920917544
Bus01__liss_area_norm_C,0.0009222055216467521
Bus08__I_unbalance_pre,0.0009213100760064231
Bus23__dV_HF_ratio_3ph_max,0.0009210964617846768
Bus01__dI_energy_A,0.0009191719694187823
Bus28__dI_energy_A,0.0009188643688250165
Bus28__dI_HF_ratio_B,0.0009166808879420851
Bus04__dV_HF_ratio_B,0.0009155093238412237
Bus02__dV_Res_ratio_C,0.0009096773989379671
Bus13__dV_Res_ratio_3ph_max,0.0009095336299582323
Bus10__dI_HF_ratio_B,0.0009092787633002013
Bus18__I_rms_jump_B,0.0009090339708451523
Bus12__mean_sag,0.0009084264048142463
Bus13__liss_area_norm_min,0.0009039112064582841
Bus12__sag_A,0.0008997233821016615
Bus09__I0_ratio,0.0008985354848793598
Bus08__I_unbalance_post,0.0008983157804667608
Bus01__sag_A,0.0008956083787502127
Bus24__dV_energy_A,0.0008946953264346422
Bus05__I_rms_pre_A,0.0008940914092261377
Bus07__dV_HF_ratio_A,0.0008897879710496013
Bus29__I0_ratio,0.0008897646161131241
Bus10__I_rms_jump_C,0.0008871170885036189
Bus23__I_rms_pre_B,0.0008869508869508848
Bus16__Z_app_pre,0.0008847665602174823
Bus24__dV_energy_B,0.0008833770867251918
Bus10__dV_energy_3ph_max,0.0008827234667291313
Bus03__I0_ratio,0.0008820935739140433
Bus07__I2_ratio,0.0008805819560588688
Bus06__dV_HF_ratio_C,0.000880181172549136
Bus25__I_rms_jump_A,0.0008773382049545503
Bus21__dV_Res_ratio_C,0.0008760980239659832
Bus03__dV_E72_ratio_A,0.0008752595041778292
Bus04__dV_energy_B,0.0008747628604228329
Bus04__I_rms_pre_B,0.0008739279390789557
Bus07__V2_ratio,0.0008738221215643352
Bus06__I_rms_post_B,0.0008726325881643164
Bus05__dI_HF_ratio_3ph_max,0.0008715047809322345
Bus08__dI_energy_B,0.0008687831751357051
Bus02__Z_drop_ratio,0.0008676474218400901
Bus01__dV_energy_3ph_max,0.0008660856651197685
Bus08__dI_HF_ratio_3ph_max,0.0008641737911672482
Bus01__liss_corr_abs_A,0.0008641672369357551
Bus16__Delta_Z_app,0.0008632971959713248
Bus08__dV_Res_ratio_B,0.0008619757787743387
Bus29__I_rms_post_C,0.0008544575635140489
Bus26__max_sag,0.0008539528547363877
Bus12__dV_E72_ratio_B,0.0008467527548657616
Bus23__I_rms_pre_A,0.0008445270719777978
Bus16__max_sag,0.00084349065303043
Bus20__dV_energy_B,0.0008422085742585113
Bus12__dV_energy_3ph_mean,0.0008397240069910876
Bus16__I0_ratio,0.000838098400581606
Bus10__I_rms_post_C,0.000832594681816979
Bus15__dV_E72_ratio_B,0.0008308713276696575
Bus01__I_unbalance_post,0.0008283822225395482
Bus18__dI_Res_ratio_B,0.0008270413052020537
Bus30__liss_corr_abs_min,0.0008242770749955294
Bus14__dV_energy_3ph_mean,0.0008233595436452539
Bus13__sag_A,0.0008215813482122267
Bus06__I_rms_pre_B,0.0008205856005761682
Bus11__dV_energy_3ph_mean,0.0008204808223647461
Bus02__I_unbalance_post,0.0008170924597322221
Bus10__I_rms_jump_B,0.0008108767963006514
Bus01__Z_app_post,0.000807497015117577
Bus11__I0_ratio,0.0008062274764265576
Bus15__dV_HF_ratio_B,0.0008051131963372555
Bus01__dV_energy_B,0.0008031123908033595
Bus01__dV_E72_ratio_A,0.000801611800530983
Bus24__dV_energy_3ph_mean,0.0008006484937004059
Bus05__I_unbalance_pre,0.0007999513129891364
Bus04__I_rms_post_C,0.000796613433484591
Bus15__dV_HF_ratio_C,0.0007929260664852121
Bus02__dI_energy_3ph_max,0.0007909416891964142
Bus29__dI_HF_ratio_B,0.0007811412822035961
Bus30__I_rms_jump_B,0.0007792336104186294
Bus16__Z_drop_ratio,0.0007782255044652038
Bus27__I_rms_jump_3ph_max,0.0007738432598554867
Bus26__I0_ratio,0.0007727915221255161
Bus04__I_rms_jump_C,0.0007692144285129426
Bus17__sag_A,0.0007637831607683104
Bus22__dV_energy_3ph_max,0.0007562267271010306
Bus06__liss_corr_abs_A,0.0007437207441052672
Bus08__V2_ratio,0.0007417571608741197
Bus14__dI_energy_3ph_max,0.0007382840131980858
Bus15__sag_A,0.000738255545996226
Bus16__liss_area_norm_B,0.0007354456576565481
Bus10__dV_Res_ratio_A,0.000728089145661968
Bus13__V0_ratio,0.0007245498514402844
Bus25__Delta_Z_app,0.0007224656131859402
Bus06__max_sag,0.0007139965648250191
Bus18__dV_HF_ratio_C,0.000711989974458043
Bus15__dV_Res_ratio_B,0.0007086093802273271
Bus09__liss_corr_abs_A,0.0007051512300759281
Bus27__dV_HF_ratio_B,0.0006891123857157096
Bus14__I_rms_pre_A,0.0006812879181045659
Bus06__Z_app_post,0.0006757606810799762
Bus10__I_rms_jump_A,0.0006757169872428115
Bus28__liss_area_norm_A,0.0006560076125179333
Bus09__liss_area_norm_A,0.0006533964742755359
