BusGroup,Feature,EventType,BinaryClass,Mean,Median,IQR,Minimum,Maximum,Count
Infeasible single-WMU buses,Delta I unbalance,SSO_ThreePhase_Fault,Fault,0.038104942379417236,0.0088929113669267,0.01718283869760235,0.0001233600919629,0.5580514317743851,720
Infeasible single-WMU buses,Delta V unbalance,SSO_LoadSwitch,Non-fault,0.0032146442631203385,0.0032780518674122,0.00027216743782385033,0.0006228256161863,0.0083772984733302,504
Infeasible single-WMU buses,Delta V unbalance,SSO_Normal,Non-fault,0.015063574485174345,0.0174300484635245,0.003254125666360427,0.0021094863697998,0.0206791637239937,72
Infeasible single-WMU buses,Delta V unbalance,SSO_SLG_Fault,Fault,0.11462923672744174,0.09179163402300355,0.1169641227869484,0.0004210338848217,0.4880537744365794,720
Infeasible single-WMU buses,Delta V unbalance,SSO_ThreePhase_Fault,Fault,0.09943068359074747,0.03062715124131085,0.125428158257477,9.38594028602486e-05,0.710249568102924,720
Infeasible single-WMU buses,Delta Z apparent,SSO_LoadSwitch,Non-fault,0.10514896628544187,0.01249099513259995,0.0196258244155991,0.0001092739939991,5.382139261409186,504
Infeasible single-WMU buses,Delta Z apparent,SSO_Normal,Non-fault,0.0490168412089021,0.0114422790086061,0.03496143470045692,1.0405548502845363e-06,0.4760782717569236,72
Infeasible single-WMU buses,Delta Z apparent,SSO_SLG_Fault,Fault,1.3580051464090408,0.2929207583746596,1.0753285626857156,2.7951357770561455e-05,62.43579786840112,720
Infeasible single-WMU buses,Delta Z apparent,SSO_ThreePhase_Fault,Fault,148.31288772838786,0.9453573830880708,5.469005471239324,0.0027693921631011,7733.114520073081,720
Infeasible single-WMU buses,FaultScore,SSO_LoadSwitch,Non-fault,0.4695121876481408,0.4999787137107164,0.014469750952974314,0.2624812833365613,0.5766578785546614,504
Infeasible single-WMU buses,FaultScore,SSO_Normal,Non-fault,0.8760096477845233,0.8996136763086269,0.022501699460139024,0.6776275425763038,0.9210596995077088,72
Infeasible single-WMU buses,FaultScore,SSO_SLG_Fault,Fault,0.9290650260507863,0.94477574434284,0.03858409518978245,0.5307324797239628,1.0,720
Infeasible single-WMU buses,FaultScore,SSO_ThreePhase_Fault,Fault,0.94268780141894,0.9509054537548629,0.044392456460664476,0.5566251021800095,1.0,720
Infeasible single-WMU buses,I RMS jump,SSO_LoadSwitch,Non-fault,0.0039517268156994585,0.00071493227607105,0.003269694665090275,0.0001272682184101,0.0574429081467496,504
Infeasible single-WMU buses,I RMS jump,SSO_Normal,Non-fault,0.012879789229212834,0.0042498952093133,0.010603731309212026,0.0009802465507912,0.0789325394759259,72
Infeasible single-WMU buses,I RMS jump,SSO_SLG_Fault,Fault,0.1421509253927376,7.44878131192124e-05,0.04725123355991027,1.762362141475432e-06,4.227381515477829,720
Infeasible single-WMU buses,I RMS jump,SSO_ThreePhase_Fault,Fault,0.3843721955788474,0.0109019332171222,0.0666988169341079,0.0004819708486808,58.58147702241219,720
Infeasible single-WMU buses,I0 ratio,SSO_LoadSwitch,Non-fault,5.020073853149143e-05,1.951034002479196e-05,4.121005367053301e-05,2.962446873040261e-06,0.0003135880247193,504
Infeasible single-WMU buses,I0 ratio,SSO_Normal,Non-fault,5.036640872052318e-05,1.9919359242406297e-05,3.9996808319345405e-05,3.0283051746795006e-06,0.0003134057090899,72
