FileName,Path,Rows,Columns,CaseIdColumn,EventTypeColumn,BusColumns,EventTypes,ColumnNames,Bytes,Usage
feature_table_by_bus.csv,/mnt/c/Users/user/Documents/MATLAB/WMU_final/WMU_batch_data_ibr_background/feature_table_by_bus.csv,2520,87,CaseName,EventType,TargetBus|ObservedBus,SSO_LoadSwitch|SSO_Normal|SSO_SLG_Fault|SSO_ThreePhase_Fault,CaseName|EventType|TargetBus|ObservedBus|EventTime|SamplingRateHz|sag_A|dV_energy_A|dI_energy_A|I_rms_pre_A|I_rms_post_A|I_rms_jump_A|dV_HF_ratio_A|dV_E28_ratio_A|dV_E72_ratio_A|dV_Res_ratio_A|dV_SSO20_30_ratio_A|dV_SSC5_55_ratio_A|dI_HF_ratio_A|dI_Res_ratio_A|dI_SSO20_30_ratio_A|dI_SSC5_55_ratio_A|liss_corr_abs_A|liss_area_norm_A|sag_B|dV_energy_B|dI_energy_B|I_rms_pre_B|I_rms_post_B|I_rms_jump_B|dV_HF_ratio_B|dV_E28_ratio_B|dV_E72_ratio_B|dV_Res_ratio_B|dV_SSO20_30_ratio_B|dV_SSC5_55_ratio_B|dI_HF_ratio_B|dI_Res_ratio_B|dI_SSO20_30_ratio_B|dI_SSC5_55_ratio_B|liss_corr_abs_B|liss_area_norm_B|sag_C|dV_energy_C|dI_energy_C|I_rms_pre_C|I_rms_post_C|I_rms_jump_C|dV_HF_ratio_C|dV_E28_ratio_C|dV_E72_ratio_C|dV_Res_ratio_C|dV_SSO20_30_ratio_C|dV_SSC5_55_ratio_C|dI_HF_ratio_C|dI_Res_ratio_C|dI_SSO20_30_ratio_C|dI_SSC5_55_ratio_C|liss_corr_abs_C|liss_area_norm_C|max_sag|mean_sag|dV_energy_3ph_mean|dV_energy_3ph_max|dI_energy_3ph_mean|dI_energy_3ph_max|I_rms_jump_3ph_max|dV_HF_ratio_3ph_max|dV_Res_ratio_3ph_max|dI_HF_ratio_3ph_max|dI_Res_ratio_3ph_max|V_unbalance_pre|V_unbalance_post|Delta_V_unbalance|I_unbalance_pre|I_unbalance_post|Delta_I_unbalance|V0_ratio|I0_ratio|V2_ratio|I2_ratio|Z_app_pre|Z_app_post|Delta_Z_app|Z_drop_ratio|liss_corr_abs_min|liss_area_norm_min,4260359,primary bus-level features
feature_table_by_case.csv,/mnt/c/Users/user/Documents/MATLAB/WMU_final/WMU_batch_data_ibr_background/feature_table_by_case.csv,84,19,CaseName,EventType,TargetBus,SSO_LoadSwitch|SSO_Normal|SSO_SLG_Fault|SSO_ThreePhase_Fault,CaseName|EventType|TargetBus|EventTime|SamplingRateHz|ObservedBusCount|star_bus_dV|star_bus_dI|max_dV_energy|max_dI_energy|max_sag|max_HF_ratio|max_Res_ratio|max_V0_ratio|max_I0_ratio|max_V_unbalance|max_I_unbalance|max_Z_drop_ratio|min_Z_app_post,24452,inventory/reference only
