Bus,NormalFP,LoadSwitchFP,SLGFN,ThreePhaseFN,FaultRecall,NonFaultSpecificity,LoadSwitchSpecificity,FaultMinScore,NonFaultMaxScore,FaultScoreMargin,BestThreshold,LoadSwitchMaxScore,NormalMaxScore,SLGMinScore,ThreePhaseMinScore,Selected
5,0,0,0,0,1.0,1.0,1.0,0.1946781827386443,0.0243010293310598,0.1703771534075844,0.109489606034852,0.0243010293310598,0.003775573213694,0.1946781827386443,0.3581992462570808,True
6,0,0,0,0,1.0,1.0,1.0,0.7368733476562199,0.6125903903224199,0.1242829573338,0.6747318689893199,0.3325653840583543,0.6125903903224199,0.7368733476562199,0.8182850234963802,False
27,0,0,0,0,1.0,1.0,1.0,0.7583281508168345,0.6708388401947041,0.0874893106221303,0.7145834955057693,0.3023321237338884,0.6708388401947041,0.7583281508168345,0.8235549093538085,False
25,0,0,0,0,1.0,1.0,1.0,0.8063219203617947,0.778016510889341,0.0283054094724537,0.7921692156255679,0.3957797904484907,0.778016510889341,0.8063219203617947,0.8385705432403691,False
24,0,0,0,0,1.0,1.0,1.0,0.9270334100993836,0.90195448757149,0.0250789225278936,0.9144939488354368,0.5030185542499757,0.90195448757149,0.9270334100993836,0.928238210302784,False
22,0,0,0,0,1.0,1.0,1.0,0.8624351814435557,0.8609311000848731,0.0015040813586826,0.8616831407642144,0.4605724874916928,0.8609311000848731,0.8624351814435557,0.8826344286704096,False
