selected_buses,num_features,normal_trigger_rate,macro_f1,balanced_accuracy,LoadSwitch_recall,Fault_precision,Normal_false_alarm_rate,Normal_recall,Method,k,CandidateBus,Trial
"[1, 2, 3, 4, 5, 6, 7, 19]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,19,
"[1, 2, 3, 4, 5, 6, 7, 20]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,20,
"[1, 2, 3, 4, 5, 6, 7, 21]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,21,
"[1, 2, 3, 4, 5, 6, 7, 22]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,22,
"[1, 2, 3, 4, 5, 6, 7, 23]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,23,
"[1, 2, 3, 4, 5, 6, 7, 24]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,24,
"[1, 2, 3, 4, 5, 6, 7, 25]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,25,
"[1, 2, 3, 4, 5, 6, 7, 26]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,26,
"[1, 2, 3, 4, 5, 6, 7, 27]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,27,
"[1, 2, 3, 4, 5, 6, 7, 28]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,28,
"[1, 2, 3, 4, 5, 6, 7, 29]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,29,
"[1, 2, 3, 4, 5, 6, 7, 30]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,8,30,
"[1, 2, 3, 4, 5, 6, 7, 8]",648,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,8,8,
"[1, 2, 3, 4, 5, 6, 7, 8, 9]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,9,
"[1, 2, 3, 4, 5, 6, 7, 8, 10]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,10,
"[1, 2, 3, 4, 5, 6, 7, 8, 11]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,11,
"[1, 2, 3, 4, 5, 6, 7, 8, 12]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,12,
"[1, 2, 3, 4, 5, 6, 7, 8, 13]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,13,
"[1, 2, 3, 4, 5, 6, 7, 8, 14]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 15]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 16]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 17]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 18]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 19]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 20]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 21]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 22]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 23]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 24]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 25]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 26]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 27]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 28]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 29]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 30]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,9,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9]",729,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,9,9,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,10,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,11,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,12,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 13]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,13,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 16]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 17]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 18]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 19]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 20]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 21]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 22]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 23]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 24]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 25]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 26]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 27]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 28]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 29]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 30]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,10,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",810,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,10,10,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,11,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,12,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,13,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 18]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 19]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 21]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 22]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 23]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 24]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 25]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 26]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 27]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 28]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 29]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 30]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,11,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",891,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,11,11,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,12,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,13,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 18]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 19]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 20]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 21]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 22]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 23]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 24]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 25]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 26]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 27]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 28]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 29]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 30]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,12,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",972,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,12,12,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,13,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 21]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 22]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 23]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 24]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 25]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 26]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 27]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 28]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 29]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 30]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,13,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",1053,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,13,13,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 17]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 22]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 23]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 24]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 25]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 29]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 30]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,14,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",1134,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,14,14,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 19]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 21]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 22]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 24]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 25]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 26]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 27]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 28]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 29]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 30]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,15,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",1215,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,15,15,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 21]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,22,
