selected_buses,num_features,normal_trigger_rate,macro_f1,balanced_accuracy,LoadSwitch_recall,Fault_precision,Normal_false_alarm_rate,Normal_recall,Method,k,CandidateBus,Trial
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 23]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 24]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 25]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 26]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 27]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 28]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 29]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 30]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,16,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",1296,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,16,16,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 23]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 24]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 25]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 26]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 27]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 28]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 29]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 30]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,17,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",1377,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,17,17,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 23]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 24]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 25]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 26]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 27]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 28]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 29]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 30]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,18,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",1458,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,18,18,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 23]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 24]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 25]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 26]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 27]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 28]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 29]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 30]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,19,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1539,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,19,19,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 23]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 25]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 26]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 27]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 28]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 29]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 30]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,20,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1620,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,20,20,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 25]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 27]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 29]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 30]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,21,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",1701,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,21,21,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 24]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 25]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 26]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 28]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 29]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 30]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,22,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1782,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,22,22,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 26]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 27]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 28]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 29]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 30]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,23,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",1863,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,23,23,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 27]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 28]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 29]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 30]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,24,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",1944,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,24,24,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,25,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,25,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 27]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,25,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 28]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,25,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 29]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,25,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 30]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,25,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",2025,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,25,25,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,26,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,26,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,26,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,26,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 30]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,26,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",2106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,26,26,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,27,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,27,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,27,29,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 30]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,27,30,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2187,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_selected,27,27,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,28,28,
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29]",2268,0.0,1.0,1.0,1.0,1.0,0.0,1.0,feature_aware_greedy_candidate,28,29,
